"Store #","Name","Description","Address","Interstate","Latitude/Longitude","Phone Number","Parking Spaces Count","Fuel Lane Count","Shower Count","Amenities","Restaurants"
1023,Pilot Travel Center,"Welcome to Pilot Travel Center in Lufkin, TX!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","1920 E Denman Ave, Lufkin, TX, 75901",US-69 & Loop 287,"31.317649847340558, -94.69881432944776",(936) 899-7101,47,7,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Moe's
1030,Pilot Travel Center,"Welcome to Pilot Travel Center in Alsip, IL!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","12680 S Kedzie Ave, Alsip, IL, 60803","I-57, Exit 353/I-294, Exit 12A","41.66295476646664, -87.70057692142639",(708) 385-2271,76,7,4,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring,Cinnabon
1058,Pilot Dealer,"Welcome to Pilot Dealer in Waldo, FL!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","17276 NE US Hwy 301, Waldo, FL, 32694",Hwy 301,"29.81425446967623, -82.16885905772416",(317) 783-5543,50,5,0,Diesel Lanes | Showers | Diesel Mobile Fueling | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,
4563,Flying J Travel Center,"Welcome to Flying J Travel Center in Harrisburg, PA!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","7833 Linglestown Rd, Harrisburg, PA, 17112","I-81, Exit 77","40.35247188551114, -76.72698970428182",(717) 901-6186,115,9,10,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Truck Wash | Bridgestone Tire Monitoring,McDonalds | Perkins
4561,Pilot Travel Center,"Welcome to Pilot Travel Center in Valdosta, GA!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","3460 Madison Hwy, Valdosta, GA, 31601","I-75, Exit 11","30.75426741025947, -83.27322114484404",(229) 300-1560,84,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Cylinder Propane | DEF Lanes | Game Room | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring,Wendy's
4566,Pilot Travel Center,"Welcome to Pilot Travel Center in Blacksburg, SC!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","2768 E Cherokee St, Blacksburg, SC, 29702","I-85, Exit 106","35.16609438580472, -81.45147499183216",(864) 936-9984,114,9,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring,Taco Bell | Wendy's
4568,Pilot Travel Center,"Welcome to Pilot Travel Center in Graniteville, SC!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","574 Bettis Academy Rd, Graniteville, SC, 29829","I-20, Exit 11","33.60434790107278, -81.84092747668649",(803) 663-6674,56,8,6,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | CAT Scale | Cylinder Propane | DEF Lanes | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring,Subway
237,Pilot Travel Center,"Welcome to Pilot Travel Center in Salinas, CA!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","951 Work St, Salinas, CA, 93901","US-101, Exit 326B","36.66519154582201, -121.63015090798662",(831) 775-0380,62,6,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Live Parking | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring,Cinnabon | Subway
53,Pilot Travel Center,"Welcome to Pilot Travel Center in Hurricane Mills, TN!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","15559 TN-13, Hurricane Mills, TN, 37078","I-40, Exit 143","35.88214835938339, -87.80100000398463",(931) 296-7180,180,11,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | IdleAir | Lottery | Pegasus | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care,Arby's
76,Pilot Travel Center,"Welcome to Pilot Travel Center in Tuscaloosa, AL!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","4416 Skyland Blvd E, Tuscaloosa, AL, 35405","I-20/59, Exit 76","33.17315449929658, -87.47864689131801",(205) 553-9710,71,8,8,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | Cylinder Propane | DEF Lanes | Game Room | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring | Southern Tire Mart at Pilot / Truck Care,Subway
62,Pilot Travel Center,"Welcome to Pilot Travel Center in Florence, SC!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","3006 N Williston Rd, Florence, SC, 29506","I-95, Exit 170","34.26660455384255, -79.70179281338103",(843) 662-6972,75,8,3,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces | Bridgestone Tire Monitoring,Wendy's
163,Pilot Travel Center,"Welcome to Pilot Travel Center in Lordsburg, NM!

Pilot Travel Centers LLC operates the largest network of travel centers in North America with over 900 locations in the U.S. and Canada. Pilot serves more than 1.5 million professional truck drivers, RV, EV, and auto drivers each day, offering gasoline and diesel fuels, DEF, craveable food like pizza, wings, and breakfast sandwiches, snacks, drinks, and the best coffee on the interstate™. 

For pro drivers, amenities like overnight parking, reservable showers, laundry, Wi-Fi, and more make Pilot an essential part of the drive. 

The Pilot™ app also features mobile fueling, online ordering, and daily offers to save you money on the road. See You Out Here™","1124 E Motel Dr, Lordsburg, NM, 88045","I-10, Exit 24","32.3425833, -108.6810972",(575) 912-1072,95,8,7,Diesel Lanes | Showers | Prime Parking Spaces | Diesel Mobile Fueling | Premium Wifi | ATM | CAT Scale | Check Cashing | DEF Lanes | Game Room | Lottery | Pegasus | Public Laundry | Truck Parking Spaces,Arby's
